chr	position	value	color
6	1030588	0.154	b
6	1053828	0.154	b
6	1064791	0.063	b
6	1069418	1.916	b
6	1091301	0.154	b
6	1113693	0.098	b
6	1122050	0.048	b
6	1126160	0.048	b
6	1135915	0.034	b
6	1140025	0.646	b
6	1157331	1.376	b
6	1158964	0.919	b
6	1158969	0.154	b
6	1160682	0.048	b
6	1168490	1.266	b
6	1218230	0.939	b
6	1225669	0.573	b
6	1259372	1.444	b
6	1266333	1.648	b
6	1266492	0.056	b
6	1340304	1.575	b
6	1344043	1.024	b
6	1344371	1.575	b
6	1369320	1.389	b
6	1389818	1.389	b
6	1407090	0.61	b
6	1424551	0.742	b
6	1434394	1.643	b
6	1436885	0.011	b
6	1479002	1.289	b
6	1490413	0.013	b
6	1587323	0.106	b
6	1626498	1.48	b
6	1645697	0.101	b
6	1658758	1.469	b
6	1663632	1.62	b
6	1683888	0.498	b
6	1695321	0.228	b
6	1695800	0.228	b
6	1898986	0.328	b
6	1927814	0.07	b
6	1957227	0.382	b
6	1961644	0.671	b
6	2682408	0.154	b
6	2691186	0.347	b
6	2838887	0.242	b
6	3055616	1.557	b
6	3137297	1.061	b
6	3305029	0.849	b
6	3307048	0.849	b
6	3329119	0.249	b
6	3339763	0.249	b
6	3407088	0.025	b
6	3438620	0.185	b
6	3483427	0.354	b
6	3504117	0.301	b
6	3540529	0.028	b
6	3548783	1.275	b
6	3630666	0.168	b
6	3910784	0.659	b
6	3964107	0.697	b
6	4105064	0.756	b
6	4119762	0.756	b
6	4158218	0.194	b
6	4189868	0.682	b
6	4192078	0.902	b
6	4207603	0.682	b
6	4227159	0.525	b
6	4239001	2.587	b
6	4252006	0.734	b
6	4279954	0.734	b
6	4295583	0.734	b
6	4303172	0.734	b
6	4321616	0.734	b
6	4326905	0.734	b
6	4327033	0.568	b
6	4340189	0.859	b
6	4356227	0.827	b
6	4382410	0.859	b
6	4385850	0.859	b
6	4401502	0.859	b
6	4417623	0.256	b
6	4439396	0.49	b
6	4450926	0.314	b
6	4499339	0.525	b
6	4583003	0.14	b
6	4594355	0.039	b
6	4611150	0.071	b
6	4621397	0.215	b
6	4702039	0.026	b
6	4707482	0.063	b
6	5165235	1.132	b
6	5320160	0.041	b
6	5350194	1.345	b
6	5532626	0.018	b
6	5550477	0.185	b
6	5565312	0.185	b
6	5605657	0.444	b
6	5622988	0.254	b
6	5629781	0.044	b
6	5640429	0.254	b
6	5650672	0.083	b
6	5671053	0.081	b
6	5678537	0.142	b
6	5795565	0.35	b
6	5882158	0.007	b
6	5907041	0.246	b
6	5913366	0.172	b
6	5949457	0.152	b
6	5969699	0.152	b
6	5998437	0.152	b
6	6040677	0.04	b
6	6051317	0.16	b
6	6067970	0.152	b
6	6172616	0.106	b
6	6185164	0.046	b
6	6190264	0.046	b
6	6267794	0.153	b
6	6269200	0.012	b
6	6297671	0.241	b
6	6310726	0.017	b
6	6338641	0.017	b
6	6833097	0.319	b
6	7016402	0.05	b
6	7524068	0.972	b
6	7612016	0.422	b
6	7615033	0.172	b
6	7656210	0.416	b
6	7669009	0.209	b
6	7832567	0.157	b
6	7931629	0.06	b
6	7965528	1.064	b
6	7980639	0.656	b
6	7984562	1.064	b
6	7990759	1.064	b
6	8067051	0.798	b
6	8093641	0.798	b
6	8095818	0.305	b
6	8108727	0.144	b
6	8114128	0.252	b
6	8156269	0.798	b
6	8163665	0.241	b
6	8170458	0.252	b
6	8186912	0.793	b
6	8187906	0.793	b
6	8235259	0.251	b
6	8331132	0.231	b
6	8331924	0.24	b
6	8396025	0.732	b
6	8427166	0.685	b
6	8524004	0.029	b
6	8524888	1.459	b
6	8530116	1.955	b
6	8532227	1.459	b
6	8534082	0.968	b
6	8552989	1.597	b
6	8566115	0.126	b
6	8566615	1.459	b
6	8567645	1.459	b
6	8567900	0.47	b
6	8592723	1.597	b
6	8628769	1.597	b
6	8634563	1.597	b
6	8643800	1.459	b
6	8652860	0.879	b
6	8815233	0.245	b
6	8867351	0.335	b
6	8918613	0.236	b
6	8931996	0.696	b
6	8935349	0.696	b
6	8947001	0.359	b
6	8956987	0.349	b
6	8967983	0.477	b
6	8974633	0.349	b
6	8983331	0.064	b
6	9006913	0.987	b
6	9041763	0.477	b
6	9042684	0.477	b
6	9054009	0.101	b
6	9082944	0.477	b
6	9100664	0.477	b
6	9115311	0.349	b
6	9148266	0.349	b
6	9376223	0.218	b
6	9378035	0.218	b
6	9381718	0.218	b
6	9394512	0.224	b
6	9402769	0.218	b
6	9417081	0.235	b
6	9464009	0.218	b
6	9526269	0.218	b
6	9548559	0.408	b
6	9553321	0.398	b
6	9599649	0.408	b
6	9605524	0.408	b
6	9606762	0.408	b
6	9681102	0.344	b
6	9689184	0.344	b
6	9710224	0.102	b
6	9739391	0.173	b
6	9808850	0.17	b
6	9825643	0.164	b
6	9834166	0.041	b
6	9867047	0.044	b
6	9871716	0.217	b
6	9892164	0.538	b
6	9894113	0.538	b
6	9912387	0.024	b
6	9912824	0.358	b
6	9915424	0.274	b
6	9915627	0.075	b
6	9917737	0.358	b
6	9924613	0.274	b
6	9924834	0.78	b
6	9933523	0.274	b
6	9937192	0.282	b
6	9939297	0.274	b
6	9997637	0.689	b
6	9999762	0.378	b
6	10024000	0.18	b
6	10031293	0.064	b
6	10060323	0.18	b
6	10073853	0.18	b
6	10076288	0.475	b
6	10086677	0.525	b
6	10118647	0.274	b
6	10124281	0.281	b
6	10179956	0.314	b
6	10182097	0.18	b
6	10185589	0.314	b
6	10186819	0.143	b
6	10212178	0.318	b
6	10217930	0.919	b
6	10278012	0.217	b
6	10281608	0.216	b
6	10420779	0.208	b
6	10429944	0.166	b
6	10448311	0.133	b
6	10449374	0.089	b
6	10461070	0.045	b
6	10472246	0.498	b
6	10530820	0.493	b
6	10539144	0.267	b
6	10550874	0.045	b
6	10566193	0.062	b
6	10585527	0.037	b
6	10602369	0.045	b
6	10646976	0.13	b
6	10694754	0.813	b
6	10739592	0.258	b
6	10745017	0.368	b
6	10764969	0.785	b
6	10769587	0.117	b
6	10847004	0.215	b
6	10871385	0.215	b
6	10871840	0.215	b
6	10914977	1.385	b
6	10954572	0.047	b
6	10997996	0.05	b
6	11009495	0.214	b
6	11015148	0.021	b
6	11064236	0.271	b
6	11065871	0.003	b
6	11107381	0.212	b
6	11107833	0.118	b
6	11110325	0.121	b
6	11136332	0.262	b
6	11145718	0.293	b
6	11146563	0.293	b
6	11146996	0.363	b
6	11147340	0.28	b
6	11203673	0.363	b
6	11285457	0.363	b
6	11287249	0.51	b
6	11338353	0.24	b
6	11342400	0.1	b
6	11397962	0.059	b
6	11446378	0.3	b
6	11479770	0.021	b
6	11480367	0.298	b
6	11482402	0.181	b
6	11488613	0.317	b
6	11489214	0.148	b
6	11499813	0.181	b
6	11501676	0.309	b
6	11501958	0.309	b
6	11555679	0.298	b
6	11567498	0.183	b
6	11602875	0.635	b
6	11603315	0.635	b
6	11610130	1.086	b
6	11638604	0.54	b
6	11673776	0.13	b
6	11698738	0.236	b
6	11754592	0.099	b
6	11885948	0.153	b
6	11950855	0.034	b
6	11973347	0.118	b
6	12014415	0.037	b
6	12014773	0.037	b
6	12015392	0.064	b
6	12021717	0.065	b
6	12031561	0.384	b
6	12036558	0.002	b
6	12068450	0.334	b
6	12078996	0.306	b
6	12094921	0.134	b
6	12095765	0.104	b
6	12212566	0.134	b
6	12226946	0.134	b
6	12275582	0.134	b
6	12330227	0.134	b
6	12340109	0.134	b
6	12340111	0.134	b
6	12344281	0.134	b
6	12401176	0.75	b
6	12428256	0.049	b
6	12455061	0.049	b
6	12539404	0.049	b
6	12553815	0.488	b
6	12554093	0.049	b
6	12575884	0.067	b
6	12633550	0.049	b
6	12642905	0.049	b
6	12642956	0.049	b
6	12644776	0.111	b
6	12649183	0.049	b
6	12655192	0.049	b
6	12687110	0.614	b
6	12758911	0.377	b
6	12864923	0.049	b
6	12874315	0.049	b
6	12931448	0.049	b
6	13132919	0.205	b
6	13160566	0.024	b
6	13216248	0.227	b
6	13241099	0.167	b
6	13245818	0.024	b
6	13253193	0.205	b
6	13253913	0.063	b
6	13263144	0.512	b
6	13301497	0.024	b
6	13339480	0.065	b
6	13365393	0.341	b
6	13377518	0.211	b
6	13378836	0.024	b
6	13384582	0.024	b
6	13393222	0.082	b
6	13428762	0.024	b
6	13454749	0.229	b
6	13470625	0.009	b
6	13481393	0.014	b
6	13508108	0.019	b
6	13523730	0.678	b
6	13526606	0.019	b
6	13536710	0.019	b
6	13537933	0.019	b
6	13539106	0.019	b
6	13548726	1.575	b
6	13580779	0.114	b
6	13640679	0.019	b
6	13685620	0.019	b
6	13688491	0.019	b
6	13701391	0.036	b
6	13718673	0.019	b
6	13729726	0.019	b
6	13748021	0.019	b
6	13748598	0.019	b
6	13757426	0.265	b
6	13775114	0.019	b
6	13775330	1.551	b
6	13792987	0.172	b
6	13822399	0.019	b
6	13850121	0.019	b
6	13878202	0.414	b
6	13935674	0.019	b
6	13953013	0.019	b
6	13960661	0.019	b
6	13967301	0.019	b
6	13973482	0.019	b
6	13977887	0.019	b
6	14027533	0.019	b
6	14031054	0.447	b
6	14035365	0.29	b
6	14038531	0.019	b
6	14042720	0.019	b
6	14044668	0.019	b
6	14088971	0.113	b
6	14116977	0.207	b
6	14198623	0.019	b
6	14198659	0.019	b
6	14200980	0.019	b
6	14201014	0.145	b
6	14213984	0.019	b
6	14235488	0.019	b
6	14236183	0.019	b
6	14236258	0.019	b
6	14262467	0.019	b
6	14280849	0.019	b
6	14281460	0.488	b
6	14317191	0.267	b
6	14355488	0.019	b
6	14365691	0.019	b
6	14370597	0.019	b
6	14376280	0.019	b
6	14393102	0.019	b
6	14403565	0.038	b
6	14496487	0.986	b
6	14569550	0.019	b
6	14592807	0.019	b
6	14598903	0.019	b
6	14660945	0.019	b
6	14700141	0.207	b
6	14716511	0.001	b
6	14769325	0.019	b
6	14795706	0.019	b
6	14803956	0.019	b
6	14811930	0.019	b
6	14828384	0.019	b
6	14828667	0.019	b
6	14837693	0.019	b
6	14867893	0.019	b
6	14880560	0.416	b
6	14915549	0.019	b
6	14918555	0.019	b
6	14954782	1.215	b
6	14967010	0.812	b
6	15043410	0.019	b
6	15058798	0.019	b
6	15104397	0.019	b
6	15118428	0.226	b
6	15182535	0.019	b
6	15190002	0.039	b
6	15192923	0.019	b
6	15291571	0.019	b
6	15300125	0.019	b
6	15304340	0.019	b
6	15336844	0.3	b
6	15342917	0.019	b
6	15373377	0.019	b
6	15394163	0.175	b
6	15398541	0.019	b
6	15500526	0.019	b
6	15542567	0.019	b
6	15555665	0.019	b
6	15562862	0.019	b
6	15587624	0.207	b
6	15604121	0.019	b
6	15606388	0.044	b
6	15607569	0.019	b
6	15654716	0.019	b
6	15661979	0.019	b
6	15680670	0.019	b
6	15786178	0.164	b
6	15798774	0.019	b
6	15850049	0.019	b
6	15862869	0.019	b
6	15920347	0.019	b
6	15967181	0.059	b
6	15998927	0.019	b
6	16009821	0.019	b
6	16025726	0.042	b
6	16052358	0.019	b
6	16054845	0.019	b
6	16068530	0.488	b
6	16091361	0.019	b
6	16171038	0.019	b
6	16219197	0.019	b
6	16262039	0.019	b
6	16271760	0.019	b
6	16412413	0.175	b
6	16556930	0.28	b
6	16562811	0.019	b
6	16572668	0.019	b
6	16644599	0.019	b
6	16652603	0.019	b
6	16728142	0.019	b
6	16787987	0.019	b
6	16821299	0.019	b
6	16821321	0.019	b
6	16851673	0.367	b
6	16859276	0.057	b
6	16868827	0.019	b
6	16959377	0.087	b
6	16988824	0.021	b
6	16998747	0.205	b
6	17056317	0.021	b
6	17068559	0.021	b
6	17116231	0.021	b
6	17127166	0.021	b
6	17146985	0.224	b
6	17169140	0.006	b
6	17174723	0.249	b
6	17211332	0.249	b
6	17219225	0.101	b
6	17254583	0.006	b
6	17261277	0.131	b
6	17331479	0.432	b
6	17349938	0.432	b
6	17354883	0.121	b
6	17361178	0.715	b
6	17375695	0.121	b
6	17382288	0.432	b
6	17443746	1.2	b
6	17517152	0.255	b
6	17525846	1.195	b
6	17534149	0.004	b
6	17569814	0.004	b
6	17662231	0.189	b
6	17668196	0.082	b
6	17683950	0.747	b
6	17693125	0.015	b
6	17693157	0.25	b
6	17701352	0.227	b
6	17706182	0.082	b
6	17764259	0.368	b
6	17773308	0.058	b
6	17782599	0.057	b
6	17803453	0.083	b
6	17837379	0.086	b
6	17842822	0.205	b
6	17844959	0.024	b
6	17876761	0.082	b
6	17900914	0.227	b
6	17920286	0.082	b
6	17922424	0.082	b
6	17949342	0.046	b
6	17965670	0.123	b
6	18114929	0.355	b
6	18115059	0.099	b
6	18133944	0.355	b
6	18144755	0.137	b
6	18147225	0.137	b
6	18148302	0.137	b
6	18148994	0.137	b
6	18179867	0.745	b
6	18191435	0.137	b
6	18202356	0.202	b
6	18207757	0.506	b
6	18210899	0.202	b
6	18216653	0.202	b
6	18219067	0.202	b
6	18219949	0.202	b
6	18222292	0.264	b
6	18235431	0.001	b
6	18424961	0.77	b
6	18462905	0.646	b
6	18621052	0.003	b
6	18797877	0.089	b
6	18800158	0.009	b
6	18805584	0.055	b
6	18806041	0.194	b
6	18807617	0.144	b
6	18813496	0.164	b
6	18830598	0.087	b
6	18835987	0.49	b
6	18877135	0.202	b
6	18877778	0.202	b
6	18885443	0.207	b
6	18885457	0.355	b
6	18908321	0.202	b
6	18928074	0.044	b
6	18966617	0.01	b
6	19099216	0.005	b
6	19099289	0.192	b
6	19130024	0.184	b
6	19166972	0.053	b
6	19195019	0.202	b
6	19195044	0.202	b
6	19231356	0.364	b
6	19282709	0.202	b
6	19285041	0.048	b
6	19307901	0.189	b
6	19344269	0.075	b
6	19351267	0.189	b
6	19398956	0.075	b
6	19422459	0.107	b
6	19422654	0.189	b
6	19482424	0.189	b
6	19488147	0.189	b
6	19512473	0.582	b
6	19543107	0.582	b
6	19589294	0.551	b
6	19623807	0.156	b
6	19653217	0.268	b
6	19671387	0.598	b
6	19677787	0.574	b
6	19684338	0.44	b
6	19685672	0.487	b
6	19699801	0.852	b
6	19733683	1.002	b
6	19738296	1.002	b
6	19743323	0.607	b
6	19751495	1.002	b
6	19886453	0.277	b
6	19901187	0.14	b
6	19929115	0.101	b
6	20059537	0.656	b
6	20079481	0.624	b
6	20097333	0.134	b
6	20112998	0.854	b
6	20141963	1.448	b
6	20150213	0.698	b
6	20165368	0.092	b
6	20195858	0.754	b
6	20213609	0.404	b
6	20214584	0.636	b
6	20214968	0.021	b
6	20226064	0.345	b
6	20227872	0.021	b
6	20249238	0.347	b
6	20356168	0.094	b
6	20381993	0.636	b
6	20384053	0.03	b
6	20405423	0.453	b
6	20418790	0.143	b
6	20419638	0.929	b
6	20424445	0.239	b
6	20431595	0.929	b
6	20445208	0.863	b
6	20466676	0.929	b
6	20466702	0.929	b
6	20468716	0.011	b
6	20470290	0.584	b
6	20476510	0.03	b
6	20485959	0.549	b
6	20531052	0.499	b
6	20540871	0.929	b
6	20553987	0.777	b
6	20554396	0.227	b
6	20570627	0.118	b
6	20589500	0.147	b
6	20623188	0.929	b
6	20675262	0	b
6	20708222	0.929	b
6	20717383	0.115	b
6	20735097	0.929	b
6	20777262	0.852	b
6	20786371	0.739	b
6	20793098	0.624	b
6	20828596	0.528	b
6	20856241	0.929	b
6	20864161	0.828	b
6	20876275	0.929	b
6	20953868	0.001	b
6	21178104	0.397	b
6	21301521	0.01	b
6	21369492	0.09	b
6	21380638	0.143	b
6	21382034	0.162	b
6	21446347	0.143	b
6	21451797	0.345	b
6	21478126	0.092	b
6	21483187	0.43	b
6	21525418	0.623	b
6	21547650	0.02	b
6	21549337	0.073	b
6	21572909	0.089	b
6	21585769	0.654	b
6	21607082	1.066	b
6	21661865	0.58	b
6	21697832	0.174	b
6	21714067	0.863	b
6	21716004	0.971	b
6	21726257	0.648	b
6	21747690	0.759	b
6	21805399	0.072	b
6	21806787	0.079	b
6	21832106	0.089	b
6	21837249	1.148	b
6	21839811	0.569	b
6	21853611	0.89	b
6	21854052	0.449	b
6	21883974	0.58	b
6	21889145	0.584	b
6	21952344	0.035	b
6	22017729	0.008	b
6	22023690	0.251	b
6	22036101	0.943	b
6	22101830	0.549	b
6	22106077	0.089	b
6	22109271	0.297	b
6	22132497	0.348	b
6	22156907	0.394	b
6	22207160	0.128	b
6	22249305	0.112	b
6	22318595	0.001	b
6	22354256	0.026	b
6	22360395	0.026	b
6	22366076	0.112	b
6	22378555	0.502	b
6	22405428	0.008	b
6	22430926	0.008	b
6	22465616	0.008	b
6	22499660	0.718	b
6	22541999	0.313	b
6	22542726	0.538	b
6	22571161	0.277	b
6	22592044	0.509	b
6	22620017	0.516	b
6	22620699	0.212	b
6	22629927	0.942	b
6	22642992	0.114	b
6	22668087	0.008	b
6	22678880	0.008	b
6	22689225	0.596	b
6	22697358	0.677	b
6	22768396	1.814	b
6	22794892	0.047	b
6	22798982	0.764	b
6	22799312	0.181	b
6	22819871	0.395	b
6	22826455	0.429	b
6	22830122	0.275	b
6	22863068	0.868	b
6	22868715	1.381	b
6	22953883	0.868	b
6	22961633	0.794	b
6	22998918	0.253	b
6	22999772	0.248	b
6	23024817	0.448	b
6	23026504	0.949	b
6	23053027	0.514	b
6	23056570	0.134	b
6	23065781	0.707	b
6	23069438	0.544	b
6	23084361	0.363	b
6	23085048	1.57	b
6	23098225	0.533	b
6	23104554	0.268	b
6	23113924	1.177	b
6	23193250	0.143	b
6	23209860	0.586	b
6	23236507	0.061	b
6	23247693	0.187	b
6	23265279	0.546	b
6	23278058	0.329	b
6	23395010	0.209	b
6	23440956	0.132	b
6	23550509	0.111	b
6	23556159	0.16	b
6	23593714	0.111	b
6	23611775	0.182	b
6	23665260	0.045	b
6	23783009	0.274	b
6	23785433	0.579	b
6	23792153	0.312	b
6	23804148	0.383	b
6	23893886	1.356	b
6	23924189	1.66	b
6	23924435	1.66	b
6	23965919	1.14	b
6	24090346	0.613	b
6	24196239	0.011	b
6	24234826	1.617	b
6	24238400	0.071	b
6	24379644	1.555	b
6	24385809	1.513	b
6	24428356	0.483	b
6	24434690	0.43	b
6	24435139	0.16	b
6	24487285	0.084	b
6	24536810	0.277	b
6	24544162	0.052	b
6	24575904	0.022	b
6	24577232	0.006	b
6	24583133	0.186	b
6	24595870	0.052	b
6	24596058	0.052	b
6	24604774	0.052	b
6	24611830	0.057	b
6	24623875	0.007	b
6	24646718	0.401	b
6	24653520	0.172	b
6	24671063	0.057	b
6	24691098	0.401	b
6	24693812	0	b
6	24701064	0.401	b
6	24715054	1.024	b
6	24715152	0.128	b
6	24731401	0.262	b
6	24744210	0.23	b
6	24748698	0.459	b
6	24764549	0.084	b
6	24798865	0.114	b
6	24803831	0.143	b
6	24805300	0.114	b
6	24822013	0.388	b
6	24933885	0.458	b
6	24940645	0.33	b
6	24946712	0.458	b
6	24947946	0.33	b
6	25040057	0.122	b
6	25058991	0.159	b
6	25103488	0.924	b
6	25104994	0.924	b
6	25107314	0.407	b
6	25131404	0.034	b
6	25131858	0.353	b
6	25150574	0.353	b
6	25465783	1.489	b
6	25581587	1.206	b
6	25595199	1.149	b
6	25653855	1.233	b
6	25683659	0.405	b
6	25753333	0.469	b
6	25762498	0.531	b
6	26132668	0.014	b
6	26211258	0.093	b
6	26221617	0.015	b
6	26407076	0.729	b
6	26668883	0.657	b
6	26950716	0.081	b
6	26959720	0.081	b
6	27001604	0.081	b
6	27009512	0.013	b
6	27012125	0.257	b
6	27014758	0.081	b
6	27016631	0.081	b
6	27032370	0.039	b
6	27054720	0.013	b
6	27058010	1.122	b
6	27100714	0.067	b
6	27381559	0.171	b
6	27400460	0.006	b
6	27408732	0.472	b
6	27864545	0.047	b
6	27914402	0.304	b
6	27991151	0.134	b
6	29180686	0.364	b
6	29213192	0.936	b
6	29229805	0.191	b
6	29330309	0.156	b
6	29345186	0.156	b
6	29365241	1.068	b
6	29366711	1.068	b
6	29430853	1.068	b
6	29452225	0.566	b
6	29454902	0.617	b
6	29455958	0.617	b
6	29463302	0.617	b
6	29481811	0.617	b
6	29488974	0.617	b
6	29491858	0.617	b
6	29494472	0.617	b
6	29499598	0.326	b
6	29515101	0.309	b
6	29524786	0.393	b
6	29528594	0.411	b
6	29551358	0.703	b
6	29580627	1.116	b
6	29590335	1.116	b
6	29614205	1.116	b
6	29616457	1.116	b
6	29638248	0.931	b
6	29646655	0.679	b
6	29692138	0.318	b
6	29707395	0.755	b
6	29712109	0.835	b
6	29725961	0.715	b
6	29728085	0.024	b
6	29780080	0.617	b
6	29794798	0.558	b
6	29807366	0.558	b
6	29810296	0.019	b
6	29821166	0.662	b
6	29922678	0.091	b
6	29946946	0.261	b
6	29968446	0.574	b
6	29972490	0.261	b
6	30008427	0.261	b
6	30045486	0.772	b
6	30054259	0.458	b
6	30085010	0.414	b
6	30094536	0.034	b
6	30127140	0.119	b
6	30127200	0.004	b
6	30133671	0.558	b
6	30148643	0.574	b
6	30179418	0.189	b
6	30313345	0.423	b
6	30346508	0.804	b
6	30350718	1.661	b
6	30437764	0.42	b
6	30455119	0.42	b
6	30463345	0.453	b
6	30486070	0.331	b
6	30489879	0.293	b
6	30516972	1.31	b
6	30535748	0.939	b
6	30780283	1.41	b
6	30785823	0.622	b
6	30833566	0.344	b
6	30848919	0.472	b
6	30878638	0.984	b
6	30889001	1.946	b
6	30935780	0.365	b
6	30940198	1.231	b
6	31014323	1.232	b
6	31022784	1.232	b
6	31056619	1.232	b
6	31056738	1.232	b
6	31091839	0.141	b
6	31112869	1.232	b
6	31125412	1.21	b
6	31131764	0.38	b
6	31145264	1.232	b
6	31182832	1.232	b
7	69622	0.276	a
7	104651	0.324	a
7	147626	0.236	a
7	187000	0.236	a
7	216233	0.683	a
7	253854	0.32	a
7	280985	0.32	a
7	311435	1.481	a
7	601445	1.624	a
7	861833	1.586	a
7	1037106	0.477	a
7	1258504	1.09	a
7	1291972	1.144	a
7	1634191	0.235	a
7	1637403	0.067	a
7	1639746	0.233	a
7	1648006	0.229	a
7	1686866	0.233	a
7	1689992	0.233	a
7	1690228	0.232	a
7	1707009	0.103	a
7	1745706	0.443	a
7	1772487	0.082	a
7	1824155	0.222	a
7	1826167	0.136	a
7	2350908	0.186	a
7	2662480	0.596	a
7	2687345	0.606	a
7	2952938	0.131	a
7	3169428	0.017	a
7	3176783	0.017	a
7	3177105	0.017	a
7	3181796	0.017	a
7	3307447	0.213	a
7	3310080	0.08	a
7	3829129	0.079	a
7	3873696	0.15	a
7	3928033	0.09	a
7	3982687	0.079	a
7	4320530	0.2	a
7	4666879	0.308	a
7	4667363	0.507	a
7	4678865	0.665	a
7	5301893	1.527	a
7	5429633	0.565	a
7	5771860	0.123	a
7	5873430	0.981	a
7	6225773	0.244	a
7	6275392	0.981	a
7	6276299	0.891	a
7	6433637	0.327	a
7	6484614	0.52	a
7	6691683	0.141	a
7	6730316	0.291	a
7	6782615	0.568	a
7	6800778	0.184	a
7	6859886	0.135	a
7	6995997	1.347	a
7	7038717	0.432	a
7	7046165	0.432	a
7	7081681	0.635	a
7	7112952	0.181	a
7	7238315	0.173	a
7	7257099	0.588	a
7	7290862	0.031	a
7	7309022	0.364	a
7	7321923	0.76	a
7	7337490	0.145	a
7	7339145	0.145	a
7	7355242	0.293	a
7	7364232	0.293	a
7	7365588	0.543	a
7	7379268	0.76	a
7	7443632	0.231	a
7	7462850	0.447	a
7	7468769	1.006	a
7	7471239	0.293	a
7	7496254	0.11	a
7	7509848	0.76	a
7	7512021	0.293	a
7	7519712	0.76	a
7	7548491	1.169	a
7	7552478	0.76	a
7	7554414	0.76	a
7	7562566	0.293	a
7	7602677	0.87	a
7	7610719	0.507	a
7	7629150	0.76	a
7	7640500	0.293	a
7	7737552	0.005	a
7	7798669	0.098	a
7	7799287	0.1	a
7	7845244	0.034	a
7	7872507	0.1	a
7	7879235	0.098	a
7	7886924	0.06	a
7	7888620	0.034	a
7	7920199	0.655	a
7	7952214	0.65	a
7	7974606	0.655	a
7	7979085	1.149	a
7	8035492	0.655	a
7	8035610	0.035	a
7	8041939	0.687	a
7	8130676	0.427	a
7	8135580	0.159	a
7	8169221	0.415	a
7	8170013	0.655	a
7	8173505	0.655	a
7	8296429	0.405	a
7	8298577	0.314	a
7	8304434	0.342	a
7	8338412	0.556	a
7	8430400	0.521	a
7	8608779	0.007	a
7	8648671	0.058	a
7	8825552	0.353	a
7	8945896	0.033	a
7	9104216	0.607	a
7	9243766	0.945	a
7	9270578	0.477	a
7	9434453	0.059	a
7	9491816	0.567	a
7	9496124	0.09	a
7	9514193	0.567	a
7	9515155	0.308	a
7	9525110	0.368	a
7	9534426	0.002	a
7	9540088	0.417	a
7	9540914	0.567	a
7	9545266	0.771	a
7	9573030	0.004	a
7	9573344	0.063	a
7	9580940	0.097	a
7	9587318	0.002	a
7	9609194	0.02	a
7	9610504	0.567	a
7	9627158	0.567	a
7	9671035	0.567	a
7	9677602	0.002	a
7	9772738	0.416	a
7	9783467	0.059	a
7	9785513	0.059	a
7	9833831	0.713	a
7	9841565	0.607	a
7	9852111	0.98	a
7	9877379	0.023	a
7	9972283	0.073	a
7	9974639	0.073	a
7	9987510	0.368	a
7	9999579	0.465	a
7	10068047	0.023	a
7	10095777	0.365	a
7	10140691	0.14	a
7	10183420	0.004	a
7	10280322	0.225	a
7	10317162	0.04	a
7	10317274	0.151	a
7	10414050	0.07	a
7	10417615	0.451	a
7	10446921	0.291	a
7	10466213	0.059	a
7	10469717	0.074	a
7	10477426	0.136	a
7	10478623	0.424	a
7	10484038	0.105	a
7	10514928	0.004	a
7	10522945	0.154	a
7	10544336	0.002	a
7	10547937	0.595	a
7	10548618	0.187	a
7	10559780	1.959	a
7	10560434	0.138	a
7	10582230	0.126	a
7	10594954	0.059	a
7	10648178	0.779	a
7	10649269	0.059	a
7	10672067	0.089	a
7	10674593	0.004	a
7	10680901	0.089	a
7	10717783	0.755	a
7	10770705	0.341	a
7	10770715	0.341	a
7	10790291	0.045	a
7	10824149	0.176	a
7	10851707	0.035	a
7	10852234	0.315	a
7	10888871	0.09	a
7	10921087	0.035	a
7	10936799	0.157	a
7	10949906	0.133	a
7	10977263	0.035	a
7	10991932	0.153	a
7	11008064	0.14	a
7	11008803	0.059	a
7	11024511	0.035	a
7	11026006	0.035	a
7	11034518	0.16	a
7	11056942	0.035	a
7	11059018	0.074	a
7	11067157	0.035	a
7	11067590	0.035	a
7	11083472	0.114	a
7	11090752	0.201	a
7	11091096	0.218	a
7	11103316	0.245	a
7	11135185	0.353	a
7	11138475	0.182	a
7	11180314	0.105	a
7	11200331	0.002	a
7	11201068	0.139	a
7	11244834	0.024	a
7	11302158	0.169	a
7	11304114	0.019	a
7	11318239	0.153	a
7	11339280	0.024	a
7	11342920	0.035	a
7	11352870	0.024	a
7	11373059	0.323	a
7	11376031	0.034	a
7	11425682	0.024	a
7	11444089	0.024	a
7	11476915	0.059	a
7	11500366	0.048	a
7	11521051	0.024	a
7	11538284	0.004	a
7	11546759	0.024	a
7	11578578	0.297	a
7	11578742	0.174	a
7	11597168	0.095	a
7	11613302	0.024	a
7	11616879	0.035	a
7	11646859	0.232	a
7	11652414	0.038	a
7	11679062	0.035	a
7	11697763	0.151	a
7	11706955	0.073	a
7	11716398	0.231	a
7	11775030	0.068	a
7	11785073	0.035	a
7	11853467	0.059	a
7	11859611	0.035	a
7	11862042	0.035	a
7	11868375	0.035	a
7	11874815	0.035	a
7	11875456	0.035	a
7	11885649	0.035	a
7	11891201	0.035	a
7	11911503	0.027	a
7	11913037	0.178	a
7	11920746	0.385	a
7	11940938	0.299	a
7	11963276	0.05	a
7	11994904	0.056	a
7	12003096	0.035	a
7	12017409	0.324	a
7	12048888	0.011	a
7	12077207	0.794	a
7	12235584	0.474	a
