chrX	posX	chrY	posY	color
7	25526000	Chr04	24110998	5.714
8	20203000	Chr08	20241054	14.768
6	6765000	Chr06	7002633	14.307
11	7114000	Chr01	32176948	13.876
4	22445000	Chr05	17874474	7.37
4	5490000	Chr04	21670794	6.27
10	17466000	Chr10	17832571	32.088
3	22493000	Chr03	272132	5.327
2	16555000	Chr02	17516536	18.332
7	940000	Chr07	663912	5.638
9	10833000	Chr09	9572750	7.779
2	15886000	Chr01	18749312	5.943
1	13533000	Chr01	13548985	23.615
9	18819000	Chr09	18881125	6.764
1	33618000	Chr07	28734209	5.218
4	22610000	Chr07	8075124	6.124
1	40471000	Chr08	15664982	5.61
1	5748000	Chr01	5866955	22.954
5	877000	Chr03	31902100	5.408
2	16555000	Chr02	16575364	23.827
5	3104000	Chr05	3216367	23.622
6	796000	Chr11	2445129	7.076
6	2847000	Chr06	2886497	13.348
11	18360000	Chr11	18404680	17.033
2	16208000	Chr02	16989863	23.579
1	30973000	Chr01	31510934	11.07
7	21155000	Chr07	21275391	28.38
12	22597000	Chr12	22541867	6.421
9	19450000	Chr09	19470514	18.646
9	8160000	Chr03	11191961	15.187
8	4611000	Chr08	4753984	31.445
7	28557000	Chr02	26971105	5.43
6	1515000	Chr06	1586081	22.482
1	23456000	Chr01	23535080	8.913
8	3124000	Chr08	3277745	32.608
9	16415000	Chr08	3560890	5.247
12	8862000	Chr12	9356683	29.184
10	3525000	Chr08	14306586	20.822
10	22869000	Chr08	23941365	40
4	31327000	Chr08	22837807	5.965
2	20675000	Chr02	27727216	9.128
9	7090000	Chr09	3047177	16.563
7	0	Chr07	138612	8.212
3	17420000	Chr03	18107427	18.397
7	0	Chr07	136866	8.892
8	3185000	Chr08	3242603	39.548
8	18512000	Chr11	2215423	5.12
6	3582000	Chr09	17458857	5.079
9	18307000	Chr09	18085068	38.846
9	942000	Chr09	2362297	26.577
10	17412000	Chr05	25846550	19.619
2	18644000	Chr02	16829570	8.77
6	2886000	Chr03	28409061	5.484
3	2214000	Chr03	8918165	5.315
12	8862000	Chr12	9356146	8.839
9	22177000	Chr01	1987346	31.257
4	32003000	Chr10	15307798	25.914
2	8015000	Chr02	8424793	31.575
4	22185000	Chr03	12914628	8.415
5	26360000	Chr05	26981473	21.597
1	14625000	Chr01	14732602	26.828
7	0	Chr07	137406	17.707
3	8660000	Chr03	9342746	5.424
1	42884000	Chr01	42945635	10.522
3	266000	Chr03	271704	14.312
11	26429000	Chr08	26424398	15.426
5	1312000	Chr05	1321712	25.754
8	8981000	Chr08	9194210	22.67
10	3525000	Chr04	2962717	31.188
1	38202000	Chr04	22925512	5.118
1	41696000	Chr01	41933704	5.798
12	14677000	Chr12	9356124	12.755
3	17836000	Chr03	21229220	36.56
3	368000	Chr03	271634	18.221
1	23456000	Chr01	23535662	12.609
5	26841000	Chr06	21186523	5.397
11	7114000	Chr11	7196644	28.78
6	18152000	Chr08	22163145	6.706
1	19551000	Chr01	19914516	26.69
8	20717000	Chr08	20790228	14.458
2	15864000	Chr02	17098652	12.09
9	17560000	Chr09	17593299	20.399
2	29195000	Chr02	17070619	28.507
4	22610000	Chr06	17561083	8.73
12	16258000	Chr12	15759476	5.881
6	23889000	Chr03	3559866	13.692
7	3284000	Chr07	3569371	27.371
4	5490000	Chr08	16256364	5.29
10	12974000	Chr10	13000888	6.389
10	2637000	Chr06	22685793	9.002
4	32003000	Chr04	31747689	26.671
4	804000	Chr05	3661722	6.343
5	1929000	Chr05	2030476	13.753
12	17614000	Chr12	17635787	12.125
4	30481000	Chr04	30618094	6.322
9	9520000	Chr01	25544207	10.961
8	7862000	Chr08	5991017	17.439
5	28396000	Chr05	29127387	6.571
1	5762000	Chr01	5831622	24.025
3	22886000	Chr02	24554311	8.942
2	15864000	Chr02	12568339	13.624
8	8981000	Chr08	9011135	19.494
1	22537000	Chr01	22554892	24.734
5	21438000	Chr07	5119678	12.422
4	12722000	Chr04	13156269	15.166
1	14530000	Chr01	14034228	32.544
3	21239000	Chr07	20758239	6.678
2	2571000	Chr08	19008398	21.043
12	17984000	Chr07	4856936	16.648
9	9369000	Chr03	4370580	4.986
2	15864000	Chr10	21835395	8.435
10	8184000	Chr10	9141857	31.654
6	21533000	Chr03	21033861	12.905
2	1197000	Chr03	1224204	5.003
9	8002000	Chr11	3398115	6.451
9	9520000	Chr02	2898253	8.122
9	9369000	Chr05	5595790	6.197
3	368000	Chr03	271427	6.495
7	3284000	Chr07	3464579	16.133
12	18272000	Chr04	24148238	9.231
5	21417000	Chr06	4774206	40
3	30334000	Chr01	12511298	5.955
1	38076000	Chr01	38120286	15.619
9	9520000	Chr06	3171904	6.679
6	10823000	Chr02	22898845	19.967
12	17404000	Chr12	18050833	7.789
1	31957000	Chr01	32025635	27.865
9	21597000	Chr09	21645439	19.114
6	1986000	Chr06	2017524	15.958
6	27920000	Chr06	27097079	8.736
2	10748000	Chr02	16754881	5.04
12	14677000	Chr12	14753664	25.495
2	9141000	Chr02	10072637	17.541
2	16153000	Chr02	17120951	26.926
2	6823000	Chr02	6975957	19.65
3	16185000	Chr01	2596056	5.01
11	7114000	Chr11	7121515	26.456
11	26383000	Chr11	25885012	14.034
12	14677000	Chr12	14722982	21.892
3	266000	Chr03	269828	40
5	22199000	Chr07	28214368	5.497
7	702000	Chr07	770722	12.994
5	27362000	Chr05	27392049	40
10	19947000	Chr03	149900	6.367
5	16250000	Chr05	16330785	26.901
10	0	Chr10	666863	11.23
11	1912000	Chr06	24102724	7.013
3	18076000	Chr03	18727313	7.136
5	17438000	Chr11	7667561	18.842
3	9338000	Chr03	9443654	24.215
9	17999000	Chr09	18043429	17.471
6	28838000	Chr06	28933369	6.439
1	14363000	Chr01	14325356	28.812
8	5461000	Chr08	5649099	34.824
3	266000	Chr03	337622	19.221
3	32282000	Chr03	32606596	16.463
6	2086000	Chr06	2200911	21.472
5	16562000	Chr07	5490359	16.079
5	14421000	Chr06	6915100	8.504
1	32897000	Chr01	32963955	36.005
9	6605000	Chr02	29196857	6.66
8	18871000	Chr08	18588833	9.241
2	8015000	Chr02	8759811	9.04
2	8999000	Chr02	9902473	14.736
6	21718000	Chr06	22085595	33.872
5	21090000	Chr10	6540645	5.368
9	898000	Chr09	2165190	23.478
5	21438000	Chr02	19921452	15.899
6	3582000	Chr02	33468718	5.134
4	22610000	Chr02	7234753	9.625
5	24145000	Chr10	585625	5.585
9	21597000	Chr06	21974079	10.429
3	266000	Chr03	269359	40
5	27362000	Chr09	12579524	34.124
1	12773000	Chr01	17509325	6.578
12	22482000	Chr12	22495381	20.175
7	12800000	Chr07	9489671	17.621
5	21090000	Chr03	10297209	12.288
3	22493000	Chr07	139186	10.679
5	21438000	Chr02	24017783	10.791
10	21788000	Chr10	21838455	18.241
3	3343000	Chr03	3459549	13.847
6	1680000	Chr06	1771482	17.073
5	16395000	Chr05	16497702	14.813
1	5375000	Chr11	3906437	5.267
4	22610000	Chr04	23593391	5.184
2	10189000	Chr02	10565162	27.694
12	23428000	Chr12	23448569	36.213
6	29440000	Chr06	29471589	23.366
4	22353000	Chr07	6035730	6.465
3	266000	Chr03	269375	32.908
9	8160000	Chr11	9000244	13.669
9	6067000	Chr09	3583792	20.317
3	23805000	Chr09	17542721	6.535
6	8454000	Chr12	1738908	26.366
1	923000	Chr01	299290	16.313
5	17008000	Chr11	24659445	17.198
3	368000	Chr03	269659	15.62
6	20468000	Chr06	20679774	35.699
7	17758000	Chr07	18147884	11.156
12	22597000	Chr12	22744119	17.818
8	25509000	Chr08	25534303	23.431
7	15413000	Chr07	16639456	26.894
3	34953000	Chr03	35167234	17.16
11	27181000	Chr11	26541398	10.368
6	22115000	Chr01	20484877	7.549
6	20974000	Chr06	20866983	5.559
2	16153000	Chr02	14024154	27.217
12	10741000	Chr12	13786472	19.146
7	1303000	Chr07	1557233	16.666
9	9369000	Chr03	22554046	10.602
1	39022000	Chr01	38364842	5.435
9	9369000	Chr04	28742700	24.107
1	5678000	Chr10	11835507	10.101
11	16353000	Chr09	3889761	5.119
12	16258000	Chr12	10974440	7.41
1	28111000	Chr01	28435930	9.476
8	7862000	Chr08	7988479	15.803
11	3177000	Chr11	797024	5.678
7	24394000	Chr07	24652042	26.44
1	32719000	Chr01	33081398	15.164
3	33130000	Chr05	23879425	5.139
9	20855000	Chr09	20875500	13.212
3	21239000	Chr06	13054549	11.601
6	29592000	Chr06	29625374	15.993
9	7828000	Chr12	10874311	7.771
6	21718000	Chr06	22085596	25.17
4	23245000	Chr11	9156001	5.37
7	442000	Chr07	423407	21.942
5	21939000	Chr03	34570958	5.832
9	135000	Chr09	1313898	10.938
6	20468000	Chr06	20679848	16.994
8	8028000	Chr08	8339791	21.235
4	23006000	Chr02	31579899	7.129
1	8798000	Chr01	8861334	33.274
8	20623000	Chr08	20607801	7.114
11	1658000	Chr11	1785961	15.267
4	22445000	Chr04	22452846	7.163
6	9889000	Chr06	10099555	7.688
9	7961000	Chr08	5320999	8.17
2	16555000	Chr02	17120930	35.675
3	17420000	Chr12	26345171	26.553
1	20942000	Chr01	20810673	22.388
3	16225000	Chr03	17073675	11.147
5	6214000	Chr05	6392452	26.553
3	266000	Chr03	270182	29.155
2	6236000	Chr04	14096530	5.183
9	8988000	Chr07	22500046	12.143
8	20203000	Chr08	20241290	17.988
9	8160000	Chr06	27926466	20.655
12	22597000	Chr07	2576963	24.973
9	6748000	Chr09	6905808	40
8	7208000	Chr08	8578575	19.917
6	5005000	Chr06	5420655	5.306
12	0	Chr11	937462	10.955
4	13347000	Chr04	13801887	18.12
9	9369000	Chr11	6360048	5.343
2	34744000	Chr02	34875858	23.108
1	35966000	Chr01	35320196	5.159
11	25622000	Chr11	26292391	23.821
4	22610000	Chr12	15285213	6.859
10	16685000	Chr10	17011200	25.942
4	29095000	Chr05	25673217	5.25
7	17884000	Chr07	17888365	22.995
2	15864000	Chr02	18810150	10.333
1	6273000	Chr01	6521925	6.877
5	21939000	Chr05	14904832	7.046
10	17931000	Chr10	17849420	9.702
9	9369000	Chr08	23941367	9.05
11	23232000	Chr11	23049235	9.309
2	32269000	Chr07	3266704	7.562
9	17038000	Chr09	17189601	12.752
3	266000	Chr03	271239	21.876
6	4869000	Chr06	4885595	40
6	23125000	Chr06	23218932	35.898
3	22756000	Chr03	17919458	19.7
11	18947000	Chr11	18905822	14.516
7	28153000	Chr07	28357244	21.371
5	2997000	Chr05	3082765	24.923
9	8160000	Chr02	29567960	12.221
4	27984000	Chr02	13317940	5.082
2	9141000	Chr02	9902471	15.23
1	31855000	Chr01	31904582	18.577
7	121000	Chr07	136755	9.747
2	831000	Chr02	832122	16.812
4	23006000	Chr07	24898224	5.068
11	10626000	Chr01	10501862	12.575
11	18431000	Chr11	18483768	18.713
10	21867000	Chr10	21923881	25.569
9	1319000	Chr09	454420	9.388
10	18653000	Chr10	18836147	16.2
3	266000	Chr03	272205	18.721
3	22622000	Chr03	269485	6.283
7	23847000	Chr07	23820007	15.513
5	21090000	Chr07	3600037	7.007
1	32244000	Chr02	25311679	13.194
11	9734000	Chr11	9772214	18.634
1	12088000	Chr01	12497946	12.814
9	8619000	Chr03	11276421	19.616
6	26269000	Chr01	26704054	17.982
1	43066000	Chr03	13124834	5.373
3	30934000	Chr03	29657906	11.011
3	22886000	Chr03	23406591	16.143
4	22445000	Chr04	22452838	12.934
3	266000	Chr03	269720	27.252
3	13077000	Chr03	13663012	20.607
1	30547000	Chr12	15822292	27.579
9	22395000	Chr09	22541855	21.476
12	0	Chr12	933672	7.131
7	26328000	Chr07	26499937	14.237
2	15864000	Chr02	11096500	9.96
1	3584000	Chr01	3590328	28.418
2	19305000	Chr02	19338663	21.814
9	8988000	Chr09	8869426	21.067
10	21788000	Chr01	43226092	5.171
9	1319000	Chr09	960470	35.326
4	22610000	Chr06	4087677	5.157
10	16457000	Chr01	36456320	7.166
3	35303000	Chr10	416669	6.944
9	8726000	Chr12	26339703	22.617
3	17042000	Chr03	272076	7.053
6	398000	Chr06	177401	9.279
5	21438000	Chr10	14592025	5.942
4	23501000	Chr05	4557183	5.797
1	30563000	Chr03	5821758	5.607
10	19947000	Chr10	20087893	36.037
1	37836000	Chr05	17556070	5.419
8	7208000	Chr08	5980156	31.72
11	23052000	Chr04	23430754	5.477
2	1197000	Chr02	1205140	33.629
12	22597000	Chr12	22664396	40
3	12115000	Chr03	12282075	6.916
2	12101000	Chr02	15716576	31.123
11	23507000	Chr11	23918529	17.055
6	6651000	Chr06	6769937	37.864
4	23245000	Chr01	23821408	5.049
5	21417000	Chr01	10985699	24.449
1	1736000	Chr01	1398273	8.06
5	22660000	Chr04	20690467	5.279
11	22049000	Chr02	6663604	5.218
11	23507000	Chr04	20273433	6.988
1	30155000	Chr01	30183781	27.686
5	21438000	Chr09	8190196	6.316
3	7878000	Chr03	8243056	22.671
1	30155000	Chr01	30515611	23.164
11	7856000	Chr10	14848036	5.571
3	26709000	Chr03	26688534	13.482
11	7668000	Chr02	35664135	5.715
1	28111000	Chr03	17388713	5.964
1	14530000	Chr07	21605587	5.979
2	5399000	Chr02	5918050	18.417
6	4023000	Chr06	4496732	16.552
1	30502000	Chr01	30675471	27.194
7	4973000	Chr07	6031763	23.987
1	22652000	Chr01	22654305	40
11	16210000	Chr11	16225758	36.548
9	135000	Chr09	695999	36.334
8	5117000	Chr08	24630998	13.965
1	22780000	Chr01	22819939	28.097
6	26269000	Chr01	26430643	5.241
12	22597000	Chr12	23120200	9.698
8	20102000	Chr08	20239824	15.958
4	12722000	Chr04	13432487	12.972
6	3582000	Chr03	7730043	8.882
4	1820000	Chr10	21226605	5.4
10	19222000	Chr05	16166747	29.122
5	21438000	Chr07	24346395	7.423
2	1848000	Chr02	2024242	18.917
9	8988000	Chr06	13718254	8.607
10	776000	Chr10	865193	22.966
12	22482000	Chr12	22597654	10.925
11	18665000	Chr07	17814244	7.554
6	4869000	Chr04	20690462	27.423
3	21239000	Chr03	22145314	8.694
5	3973000	Chr05	4159111	26.196
12	10802000	Chr12	10974461	12.902
2	2828000	Chr02	2795714	12.221
3	266000	Chr03	268256	20.32
9	8988000	Chr05	14789006	5.161
9	7090000	Chr02	25325023	11.471
8	4067000	Chr08	4099283	24.828
8	0	Chr08	272700	30.615
2	16555000	Chr02	17987144	40
11	7114000	Chr11	7488368	22.254
12	24890000	Chr01	32938855	6.94
2	19755000	Chr05	12697558	5.107
3	266000	Chr03	271868	40
9	15441000	Chr09	15482690	25.05
10	8285000	Chr10	6007976	40
2	10189000	Chr02	10358289	5.355
4	23342000	Chr04	24260858	17.075
11	21054000	Chr01	24804766	7.11
1	42316000	Chr01	42401297	14.031
3	1116000	Chr03	1772523	40
3	29311000	Chr04	297764	9.998
5	22065000	Chr02	31471712	7.178
1	19301000	Chr01	19459307	26.29
3	266000	Chr03	269530	20.655
3	27678000	Chr11	18828439	14.367
9	19450000	Chr09	19520629	10.845
1	20558000	Chr01	20668106	14.551
1	36271000	Chr01	36617804	23.602
12	26698000	Chr12	26792564	16.902
9	9369000	Chr11	26297306	6.482
3	27887000	Chr02	23033072	5.907
9	17256000	Chr01	35077791	5.499
1	33618000	Chr01	33668666	29.343
3	27455000	Chr03	27481572	16.876
9	8988000	Chr02	31590891	10.916
3	15598000	Chr06	28306001	5.497
3	28630000	Chr03	28550431	7.261
9	17492000	Chr09	17544308	22.926
3	33894000	Chr01	38275845	16.46
2	33452000	Chr03	1166126	5.22
7	121000	Chr07	137090	32.425
3	22756000	Chr03	269577	6.013
1	22652000	Chr01	22729762	22.006
1	4308000	Chr08	27227137	5.242
3	266000	Chr03	269010	36.708
1	28667000	Chr01	28759397	18.918
9	1319000	Chr09	4227388	23.884
3	266000	Chr03	271491	32.323
12	24555000	Chr12	24562764	20.978
1	33843000	Chr01	34556032	27.818
1	35543000	Chr01	37035855	14.367
1	14118000	Chr01	13264746	13.696
11	4328000	Chr11	4410924	13.474
5	19275000	Chr05	19450144	7.304
2	19305000	Chr02	19443536	13.563
5	1155000	Chr02	30134299	5.408
1	35135000	Chr01	35427478	21.84
2	16460000	Chr02	14334580	5.278
10	17412000	Chr10	17615090	12.485
4	23006000	Chr06	14296638	5.851
4	22610000	Chr06	25750695	5.196
11	20103000	Chr11	20720357	15.744
4	21997000	Chr04	22003743	13.313
3	32844000	Chr03	32731670	25.185
7	28412000	Chr04	25771828	14.58
4	21418000	Chr04	21501392	32.309
7	22312000	Chr07	23818801	30.98
5	21090000	Chr03	5314855	21.875
2	10189000	Chr02	10343534	10.312
9	1319000	Chr09	664244	22.134
5	15897000	Chr01	7259174	5.17
4	21062000	Chr04	21500114	7.066
10	2557000	Chr10	3466504	19.064
7	121000	Chr07	136821	20.215
1	30470000	Chr01	31060055	10.616
12	21761000	Chr01	25728964	19.546
2	4180000	Chr02	4368570	26.568
3	28422000	Chr03	28375356	29.304
11	10626000	Chr11	10621005	19.472
12	10802000	Chr12	12223304	19.416
5	21323000	Chr01	22561797	16.173
1	23241000	Chr01	23339527	12.603
3	17042000	Chr03	16149913	10.134
2	16153000	Chr02	15490713	9.541
6	3952000	Chr11	8422947	5.496
3	18076000	Chr07	137824	5.582
8	20623000	Chr08	20460566	5.801
4	23342000	Chr04	23516870	17.23
5	18595000	Chr03	25227386	5.991
3	266000	Chr03	267640	33.474
3	266000	Chr03	271646	26.402
3	266000	Chr03	271868	25.433
7	2955000	Chr06	3076386	12.224
2	19977000	Chr02	5219800	7.298
3	32010000	Chr03	31973318	9.7
1	32897000	Chr01	33224659	30.514
12	24110000	Chr12	24036635	7.09
5	26841000	Chr05	26918575	24.847
9	7828000	Chr04	23142956	7.841
7	18806000	Chr07	18815475	15.754
9	8002000	Chr08	12722856	5.934
3	368000	Chr03	271424	30.711
11	3582000	Chr11	3735432	11.886
9	4353000	Chr05	22048902	5.495
2	15864000	Chr02	15490714	5.459
9	15599000	Chr03	35561895	7.284
5	16828000	Chr09	14119549	27.016
9	17906000	Chr09	17763757	6.771
6	4499000	Chr06	4677215	15.829
9	942000	Chr09	1171764	14.906
3	8535000	Chr09	15016543	6.517
3	27249000	Chr03	27269022	19.383
4	23006000	Chr03	31492380	5.868
7	18806000	Chr07	29142119	6.116
6	21718000	Chr06	23769143	5.837
3	266000	Chr03	271839	33.434
3	368000	Chr03	339659	9.504
11	703000	Chr11	716438	19.538
3	32010000	Chr03	31936670	36.855
9	7828000	Chr09	16136467	6.573
1	42884000	Chr08	26636163	21.405
6	3292000	Chr11	17903157	6.727
6	3292000	Chr03	25260720	5.28
1	32107000	Chr01	32158654	22.67
5	14421000	Chr05	9693542	11.336
6	5362000	Chr06	5376391	34.574
7	17339000	Chr07	17396751	40
10	11893000	Chr07	24106935	5.941
2	19305000	Chr02	19701905	14.226
9	10160000	Chr11	2959049	5.607
2	32269000	Chr11	4120878	6.323
9	8160000	Chr04	28750028	18.076
3	9508000	Chr09	17416567	17.493
3	26585000	Chr03	26610850	23.431
5	21438000	Chr04	30370074	13.338
1	6598000	Chr08	3955882	5.472
11	1912000	Chr11	1866407	25.693
10	14464000	Chr10	14520944	6.975
6	3563000	Chr06	3424895	35.875
9	1319000	Chr09	692591	19.081
2	8015000	Chr06	6111204	39.057
7	155000	Chr07	190181	28.56
7	16158000	Chr07	16676155	36.151
2	18750000	Chr02	18810100	37.488
3	8660000	Chr03	9205479	6.248
6	2297000	Chr06	2397590	23.545
2	4993000	Chr02	5028307	39.332
7	8934000	Chr07	8988951	23.15
6	1049000	Chr06	1219351	13.3
12	10741000	Chr12	18729310	5.424
7	26328000	Chr07	26471187	10.639
8	5461000	Chr07	21174032	15.912
5	21323000	Chr04	11498224	8.538
6	15728000	Chr04	17477832	5.357
5	17008000	Chr05	16976133	17.74
6	1699000	Chr06	1761255	23.858
8	20717000	Chr08	20825659	23.094
3	11317000	Chr03	12324001	22.508
9	19069000	Chr09	19092815	24.923
1	9222000	Chr01	8911510	5.588
9	15599000	Chr11	22568883	22.602
8	9352000	Chr08	9535075	14.862
6	16937000	Chr05	5297996	6.438
9	0	Chr09	694302	16.599
6	1367000	Chr06	1434218	31.796
4	22445000	Chr02	5874328	5.441
2	841000	Chr10	18233275	17.443
11	16778000	Chr02	3875498	7.362
4	26298000	Chr04	22149160	5.636
8	8981000	Chr08	8340626	23.601
5	21090000	Chr04	722316	32.197
3	28249000	Chr08	20133937	7.052
6	1367000	Chr12	23331594	5.451
4	3959000	Chr02	2259977	8.174
7	155000	Chr07	137803	6.148
12	17404000	Chr12	17468943	22.471
4	21997000	Chr04	22003535	21.111
10	22376000	Chr10	22370540	17.844
5	20204000	Chr10	4245630	6.574
6	22233000	Chr06	22386298	19.794
6	8319000	Chr06	8187814	33.526
4	22445000	Chr02	4594603	5.297
11	20804000	Chr01	7556516	5.018
5	25965000	Chr10	20249092	21.933
8	18784000	Chr08	18821104	11.832
11	10094000	Chr11	10234440	25.866
11	28481000	Chr11	27420106	17.25
11	8863000	Chr11	15902469	5.821
3	17420000	Chr06	4015558	9.061
5	16395000	Chr05	16497705	36.871
9	21177000	Chr09	21253659	12.229
10	18080000	Chr03	32866098	6.719
11	703000	Chr11	796391	27.342
2	9598000	Chr02	9628531	18.168
8	6003000	Chr08	5991010	12.055
8	9352000	Chr04	5049752	21.331
5	17177000	Chr09	17491374	7.49
11	1268000	Chr11	1470684	11.123
12	18390000	Chr07	19010583	28.991
9	15818000	Chr09	15950949	31.311
7	1303000	Chr07	1613563	22.498
9	15818000	Chr09	14852277	6.887
3	18076000	Chr03	20020365	13.431
3	266000	Chr03	271395	16.308
3	266000	Chr03	268389	32.93
1	5409000	Chr01	5478157	6.5
2	6236000	Chr02	5036252	5.8
1	9186000	Chr01	9183085	9.38
9	15818000	Chr09	15963967	35.81
6	4778000	Chr06	4783050	12.622
8	27938000	Chr04	28270843	5.334
3	9373000	Chr03	9346771	23.984
4	17584000	Chr01	33605524	6.791
9	0	Chr11	13342943	5.407
10	9357000	Chr10	9959579	34.38
5	19275000	Chr08	1464510	6.075
6	1799000	Chr06	1863727	20.944
8	16874000	Chr08	17634691	20.411
1	22577000	Chr01	22638229	33.492
10	21808000	Chr10	21814083	22.862
9	9369000	Chr11	14299705	5.574
3	2640000	Chr03	2688720	18.74
3	368000	Chr02	2326477	17.743
8	6725000	Chr07	29406032	5.537
3	27455000	Chr03	27536533	7.348
6	26269000	Chr06	26356726	5.298
2	35384000	Chr03	590554	8.552
1	33843000	Chr05	7962260	37.172
6	24435000	Chr06	24340472	24.766
9	7090000	Chr09	7751631	7.324
5	21427000	Chr03	25563004	11.276
10	1266000	Chr12	4099103	33.744
11	7953000	Chr11	8077412	16.009
2	31395000	Chr02	31484564	21.981
9	20590000	Chr09	20766151	20.619
12	12065000	Chr05	18121002	23.789
4	12722000	Chr12	9469676	5.57
1	41090000	Chr01	42097733	11.055
1	36271000	Chr01	34016880	5.966
6	8454000	Chr06	9038708	11.41
3	266000	Chr03	270760	20.059
9	7828000	Chr06	26492355	5.708
6	8393000	Chr06	9253662	10.082
3	35320000	Chr03	35569161	18.21
11	3177000	Chr04	25938623	4.995
2	20108000	Chr02	20167774	26.404
3	4895000	Chr09	11775121	5.574
3	266000	Chr03	269629	29.298
5	3561000	Chr06	28098833	5.868
11	16925000	Chr11	15901725	5.793
7	155000	Chr02	31033967	6.064
9	7961000	Chr01	32446412	5.695
4	27984000	Chr06	2837177	5.456
5	3973000	Chr05	4158309	26.668
1	37861000	Chr05	13620754	9.323
4	23006000	Chr03	33721561	6.032
12	8862000	Chr03	26334607	6.917
10	22869000	Chr10	22788259	12.415
5	22217000	Chr06	25009190	5.7
11	21233000	Chr11	22047557	6.276
2	0	Chr04	22925426	5.622
1	30891000	Chr01	31116534	16.767
11	27025000	Chr11	27015887	15.425
8	3888000	Chr11	9933665	6.147
8	27165000	Chr08	27261236	12.587
7	2112000	Chr08	23083576	5.308
5	20125000	Chr06	9940119	5.08
10	18080000	Chr05	17490270	5.809
12	1166000	Chr12	752825	6.801
8	683000	Chr08	649778	25.713
11	23507000	Chr11	23918509	20.647
9	19550000	Chr12	17824587	37.845
9	8160000	Chr04	22406076	25.695
11	223000	Chr11	248044	11.773
9	7090000	Chr11	6299533	6.597
8	22775000	Chr08	22837858	6.672
8	4067000	Chr08	4138938	19.371
5	20204000	Chr10	8497939	5.135
1	40641000	Chr03	4679381	5.44
2	9598000	Chr02	9902485	26.775
1	2670000	Chr01	2317888	40
10	9357000	Chr10	9181636	17.865
9	8160000	Chr10	18026502	15.694
3	15802000	Chr07	136476	6.547
11	2430000	Chr11	2445118	19.282
7	442000	Chr07	618086	32.516
2	8015000	Chr02	8086388	19.04
3	266000	Chr03	269375	40
6	25213000	Chr06	25245771	19.024
1	23082000	Chr02	9922650	7.128
5	28191000	Chr02	19859487	18.206
6	13828000	Chr06	16149392	31.878
8	18871000	Chr08	18896478	26.077
7	3284000	Chr07	3464699	24.201
5	27080000	Chr07	1752974	5.283
6	21497000	Chr10	4324784	19.955
11	19348000	Chr11	19043218	10.504
5	22660000	Chr05	22695769	25.284
3	9373000	Chr03	9365618	25.535
9	9369000	Chr01	36197191	5.137
9	20063000	Chr09	20162101	12.137
12	11779000	Chr05	3625392	18.128
4	23287000	Chr04	23550994	5.612
6	2297000	Chr06	2472582	28.022
8	3379000	Chr08	3471593	12.484
8	5265000	Chr11	226446	18.299
2	15864000	Chr02	15399121	6.856
